kk_id,kk_name,year,f_comm,teainc,lteainc,f_prot1885,provinzkey,f_prot,f_rw,f_young,f_over60,f_fem,f_ortsgeb,f_urban,sample_bal,daylab_urb,ldaylab_urb
13065,Lueneburg,1906,0.2695321,2106.88,7.652964,0.9771065,,,,,,,,,0,,
13065,Lueneburg,1911,0.2362486,2002.891,7.602347,0.9771065,,,,,,,,,0,,
13067,Meppen,1886,0.3628711,1098.59,7.001783,0.3125676,8,0.2555402,0.9545075,0.2239475,0.101898,0.5017412,0.676646,0.2016342,0,,
13067,Meppen,1891,,1139.712,7.03853,0.3125676,8,,,,,,,,0,1.67,0.5128237
13067,Meppen,1896,0.4066513,1290.317,7.162643,0.3125676,8,,,,,,,,0,,
13067,Meppen,1901,,1585.527,7.368672,0.3125676,8,,,,,,,,0,1.85,0.6151856
13067,Meppen,1906,0.3382054,1650.66,7.40893,0.3125676,8,,,,,,,,0,,
13067,Meppen,1911,0.3418373,1800.308,7.495713,0.3125676,8,,,,,,,,0,,
13070,Neuhaus a. d. Oste,1886,0.4858972,1140.71,7.039406,0.993538,8,0.9957533,0.9174582,0.2524445,0.0995181,0.5029263,0.6153023,0.0557062,0,,
13070,Neuhaus a. d. Oste,1891,0.5117561,1131.536,7.031331,0.993538,8,,,,,,,,0,2,0.6931472
13070,Neuhaus a. d. Oste,1896,,1273.095,7.149206,0.993538,8,,,,,,,,0,,
13070,Neuhaus a. d. Oste,1901,,1686.568,7.430451,0.993538,8,,,,,,,,0,2.1,0.7419373
13070,Neuhaus a. d. Oste,1906,0.484247,1716.923,7.448289,0.993538,8,,,,,,,,0,,
13070,Neuhaus a. d. Oste,1911,0.5112695,1708.652,7.44346,0.993538,8,,,,,,,,0,,
13071,Neustadt a. Rbge.,1886,0.7817642,1180.196,7.073436,0.9863163,,,,,,,,,1,,
13071,Neustadt a. Rbge.,1891,0.8091093,1277.786,7.152884,0.9863163,,,,,,,,,1,,
13071,Neustadt a. Rbge.,1896,0.7813498,1315.699,7.182123,0.9863163,,,,,,,,,1,,
13071,Neustadt a. Rbge.,1901,0.8124966,1913.244,7.556556,0.9863163,,,,,,,,,1,,
13071,Neustadt a. Rbge.,1906,0.8040525,1941.267,7.571096,0.9863163,,,,,,,,,1,,
13071,Neustadt a. Rbge.,1911,0.782734,1873.845,7.535748,0.9863163,,,,,,,,,1,,
13072,Nienburg,1886,0.8026615,1306.055,7.174766,0.9776366,8,0.9855427,0.959492,0.2480599,0.0826093,0.5162694,0.705909,0.2478235,1,,
13072,Nienburg,1891,0.7864383,1261.445,7.140013,0.9776366,8,,,,,,,,1,1.69,0.5247285
13072,Nienburg,1896,0.7587615,1391.014,7.237788,0.9776366,8,,,,,,,,1,,
13072,Nienburg,1901,0.7460188,1823.455,7.508488,0.9776366,8,,,,,,,,1,1.85,0.6151857
13072,Nienburg,1906,0.7675912,1751.817,7.468409,0.9776366,8,,,,,,,,1,,
13072,Nienburg,1911,0.7241453,1720.203,7.450197,0.9776366,8,,,,,,,,1,,
13073,Norden,1886,0.1185895,1427.615,7.263761,0.9674817,,,,,,,,,1,,
13073,Norden,1891,0.1132112,1530.822,7.33356,0.9674817,,,,,,,,,1,,
13073,Norden,1896,0.1105142,1527.099,7.331125,0.9674817,,,,,,,,,1,,
13073,Norden,1901,0.1124087,1819.505,7.50632,0.9674817,,,,,,,,,1,,
13073,Norden,1906,0.1160774,1941.275,7.5711,0.9674817,,,,,,,,,1,,
13073,Norden,1911,0.106306,1888.491,7.543533,0.9674817,,,,,,,,,1,,
13075,Osnabrueck,1886,,1494.736,7.309705,0.6010305,,,,,,,,,0,,
13075,Osnabrueck,1891,,1506.135,7.317302,0.6010305,,,,,,,,,0,,
13075,Osnabrueck,1896,0.1829518,1652.059,7.409778,0.6010305,,,,,,,,,0,,
13075,Osnabrueck,1901,0.1462908,2037.036,7.619251,0.6010305,,,,,,,,,0,,
13075,Osnabrueck,1906,,2280.758,7.732263,0.6010305,,,,,,,,,0,,
13075,Osnabrueck,1911,,2097.219,7.648367,0.6010305,,,,,,,,,0,,
13077,Osterode a. Harz,1886,0.4400869,1210.553,7.098833,0.980116,8,0.6317215,0.9221615,0.2486845,0.0821486,0.5369742,0.8115017,0.2626024,1,,
13077,Osterode a. Harz,1891,0.4309987,1209.839,7.098243,0.980116,8,,,,,,,,1,1.585,0.4605844
13077,Osterode a. Harz,1896,0.4202724,1336.908,7.198115,0.980116,8,,,,,,,,1,,
13077,Osterode a. Harz,1901,0.4088198,1750.223,7.467499,0.980116,8,,,,,,,,1,2,0.6931472
13077,Osterode a. Harz,1906,0.4059566,1807.223,7.499547,0.980116,8,,,,,,,,1,,
13077,Osterode a. Harz,1911,0.3668308,1911.398,7.555591,0.980116,8,,,,,,,,1,,
13082,Peine,1886,,1242.997,7.12528,0.9272925,,,,,,,,,0,,
13082,Peine,1891,,1322.156,7.187019,0.9272925,,,,,,,,,0,,
13082,Peine,1896,0.5203488,1377.58,7.228084,0.9272925,,,,,,,,,0,,
13082,Peine,1901,0.4973584,1799.099,7.495041,0.9272925,,,,,,,,,0,,
13082,Peine,1906,0.4661776,1922.709,7.561491,0.9272925,,,,,,,,,0,,
13082,Peine,1911,0.4441836,1874.57,7.536135,0.9272925,,,,,,,,,0,,
13086,Rotenburg,1886,,1114.729,7.016366,0.994347,8,0.9966283,0.9165571,0.2435796,0.0792045,0.4992595,0.6492832,0.0969277,0,,
13086,Rotenburg,1891,,1120.911,7.021897,0.994347,8,,,,,,,,0,1.65,0.5007753
13086,Rotenburg,1896,,1248.093,7.129373,0.994347,8,,,,,,,,0,,
13086,Rotenburg,1901,1.20706,1639.179,7.401951,0.994347,8,,,,,,,,0,1.75,0.5596158
13086,Rotenburg,1906,,1717.412,7.448574,0.994347,8,,,,,,,,0,,
13086,Rotenburg,1911,,1728.558,7.455043,0.994347,8,,,,,,,,0,,
13093,Springe,1886,0.6197652,1293.164,7.164847,0.9723068,8,0.9818143,0.9371417,0.2485953,0.0844291,0.5081707,0.6513618,0.1815141,1,,
13093,Springe,1891,0.6461616,1334.291,7.196155,0.9723068,8,,,,,,,,1,1.4,0.3364722
13093,Springe,1896,0.6775259,1411.573,7.25246,0.9723068,8,,,,,,,,1,,
13093,Springe,1901,0.6563995,1814.862,7.503765,0.9723068,8,,,,,,,,1,1.75,0.5596158
13093,Springe,1906,0.6487579,1931.57,7.566088,0.9723068,8,,,,,,,,1,,
13093,Springe,1911,0.6233049,1825.654,7.509694,0.9723068,8,,,,,,,,1,,
13094,Stade,1886,0.3853788,1234.391,7.118333,0.9841036,,,,,,,,,1,,
13094,Stade,1891,0.4175737,1159.939,7.056123,0.9841036,,,,,,,,,1,,
13094,Stade,1896,0.4378769,1264.422,7.14237,0.9841036,,,,,,,,,1,,
13094,Stade,1901,0.4434839,1717.5,7.448625,0.9841036,,,,,,,,,1,,
13094,Stade,1906,0.4207577,1785.226,7.4873,0.9841036,,,,,,,,,1,,
13094,Stade,1911,0.4009247,1757.397,7.471589,0.9841036,,,,,,,,,1,,
13095,Sulingen,1886,0.9532349,1069.131,6.974602,0.9920009,,,,,,,,,1,,
13095,Sulingen,1891,0.9376148,1159.588,7.05582,0.9920009,,,,,,,,,1,,
13095,Sulingen,1896,0.9422949,1249.057,7.130144,0.9920009,,,,,,,,,1,,
13095,Sulingen,1901,0.9270176,1517.327,7.324706,0.9920009,,,,,,,,,1,,
13095,Sulingen,1906,0.9492863,1474.949,7.296379,0.9920009,,,,,,,,,1,,
13095,Sulingen,1911,0.9215133,1637.345,7.400831,0.9920009,,,,,,,,,1,,
13097,Uelzen,1886,0.902534,1252.581,7.132962,0.9917112,8,0.9934647,0.9322544,0.2078065,0.0827455,0.4975717,0.5288377,0.1572928,1,,
13097,Uelzen,1891,0.8956571,1244.296,7.126325,0.9917112,8,,,,,,,,1,1.7,0.5306283
13097,Uelzen,1896,0.9688722,1402.969,7.246346,0.9917112,8,,,,,,,,1,,
13097,Uelzen,1901,1.004936,1788.121,7.48892,0.9917112,8,,,,,,,,1,1.8,0.5877866
13097,Uelzen,1906,0.9954371,1932.799,7.566724,0.9917112,8,,,,,,,,1,,
13097,Uelzen,1911,0.9609362,1704.926,7.441277,0.9917112,8,,,,,,,,1,,
13098,Uslar,1886,0.7363957,1160.307,7.056439,0.9772057,,,,,,,,,1,,
13098,Uslar,1891,0.7773195,1188.037,7.080058,0.9772057,,,,,,,,,1,,
13098,Uslar,1896,0.7908658,1271.823,7.148207,0.9772057,,,,,,,,,1,,
13098,Uslar,1901,0.7709273,1657.685,7.413177,0.9772057,,,,,,,,,1,,
13098,Uslar,1906,0.6991429,1638.4,7.401475,0.9772057,,,,,,,,,1,,
13098,Uslar,1911,0.6998711,1763.842,7.47525,0.9772057,,,,,,,,,1,,
13099,Verden,1886,0.744629,1264.204,7.142198,0.9753703,8,0.9771746,0.9373927,0.2460852,0.0801777,0.496055,0.6027507,0.1649897,1,,
13099,Verden,1891,0.743785,1273.406,7.14945,0.9753703,8,,,,,,,,1,2,0.6931472
13099,Verden,1896,0.7198541,1403.705,7.246871,0.9753703,8,,,,,,,,1,,
13099,Verden,1901,0.688661,1903.294,7.551342,0.9753703,8,,,,,,,,1,2.35,0.8544153
13099,Verden,1906,0.6678599,1986.5,7.59413,0.9753703,8,,,,,,,,1,,
13099,Verden,1911,0.6316751,1831.979,7.513152,0.9753703,8,,,,,,,,1,,
13101,Walsrode,1886,1.125601,1176.738,7.070501,0.9939082,8,0.99219,0.9423407,0.2329924,0.0779496,0.502121,0.5776839,0.0847407,1,,
13101,Walsrode,1891,1.090065,1169.884,7.06466,0.9939082,8,,,,,,,,1,1.675,0.5158131
13101,Walsrode,1896,1.047876,1282.553,7.156608,0.9939082,8,,,,,,,,1,,
13101,Walsrode,1901,1.037896,1648.823,7.407817,0.9939082,8,,,,,,,,1,1.775,0.5738004
13101,Walsrode,1906,0.9964446,1868.02,7.532634,0.9939082,8,,,,,,,,1,,
13101,Walsrode,1911,0.9952626,1721.271,7.450818,0.9939082,8,,,,,,,,1,,
13103,Weyhe-Bassum,1886,0.9513959,1201.101,7.090994,0.8827871,,,,,,,,,1,,
13103,Weyhe-Bassum,1891,0.9531065,1261.637,7.140165,0.8827871,,,,,,,,,1,,
13103,Weyhe-Bassum,1896,0.9400123,1341.583,7.201605,0.8827871,,,,,,,,,1,,
13103,Weyhe-Bassum,1901,0.9180209,1749.288,7.466964,0.8827871,,,,,,,,,1,,
13103,Weyhe-Bassum,1906,0.8774799,1706.518,7.44221,0.8827871,,,,,,,,,1,,
13103,Weyhe-Bassum,1911,0.8097667,1742.432,7.463037,0.8827871,,,,,,,,,1,,
13105,Winsen-Pattensen,1886,,1296.62,7.167516,0.9925593,,,,,,,,,0,,
13105,Winsen-Pattensen,1891,,1321.015,7.186155,0.9925593,,,,,,,,,0,,
13105,Winsen-Pattensen,1896,1.002329,1527,7.33106,0.9925593,,,,,,,,,0,,
13105,Winsen-Pattensen,1901,0.9678997,1769.325,7.478354,0.9925593,,,,,,,,,0,,
13105,Winsen-Pattensen,1906,0.9578514,1881.341,7.53974,0.9925593,,,,,,,,,0,,
13105,Winsen-Pattensen,1911,0.9195264,1713.082,7.44605,0.9925593,,,,,,,,,0,,
13107,Wittmund,1886,,1394.674,7.240416,0.9462783,,,,,,,,,0,,
13107,Wittmund,1891,0.1024343,1478.09,7.298506,0.9462783,,,,,,,,,0,,
13107,Wittmund,1896,0.0915219,1560.22,7.352582,0.9462783,,,,,,,,,0,,
13107,Wittmund,1901,0.1086975,1975.645,7.58865,0.9462783,,,,,,,,,0,,
13107,Wittmund,1906,0.1213521,2120.718,7.65951,0.9462783,,,,,,,,,0,,
13107,Wittmund,1911,0.1110748,2044.147,7.622736,0.9462783,,,,,,,,,0,,
13111,Zeven,1886,1.153332,1138.294,7.037286,0.9960938,,,,,,,,,1,,
13111,Zeven,1891,1.139107,1128.469,7.028617,0.9960938,,,,,,,,,1,,
13111,Zeven,1896,1.188432,1212.475,7.100419,0.9960938,,,,,,,,,1,,
13111,Zeven,1901,1.183439,1564.576,7.355371,0.9960938,,,,,,,,,1,,
13111,Zeven,1906,1.162524,1503.083,7.315274,0.9960938,,,,,,,,,1,,
13111,Zeven,1911,1.154982,1708.742,7.443513,0.9960938,,,,,,,,,1,,
15001,Altona,1886,,1743.296,7.463532,0.948343,,,,,,,,,0,,
15001,Altona,1891,0.0681258,1877.793,7.537853,0.948343,,,,,,,,,0,,
15001,Altona,1896,0.075984,2216.485,7.703678,0.948343,,,,,,,,,0,,
15001,Altona,1901,0.0821505,2679.057,7.89322,0.948343,,,,,,,,,0,,
15001,Altona,1906,0.0796913,3110,8.042378,0.948343,,,,,,,,,0,,
15001,Altona,1911,0.072354,2954.209,7.990986,0.948343,,,,,,,,,0,,
15002,Apenrade,1886,,1407.794,7.249779,0.9938265,7,0.9971849,0.9693263,0.2266127,0.1004188,0.5124103,0.4404546,0.2035429,0,,
15002,Apenrade,1891,0.5477866,1551.775,7.347155,0.9938265,7,,,,,,,,0,1.8,0.5877866
15002,Apenrade,1896,0.545809,1551.443,7.346941,0.9938265,7,,,,,,,,0,,
15002,Apenrade,1901,0.5058397,1813.722,7.503137,0.9938265,7,,,,,,,,0,2.5,0.9162908
15002,Apenrade,1906,0.4492452,1819.054,7.506072,0.9938265,7,,,,,,,,0,,
15002,Apenrade,1911,0.3688249,1932.924,7.566789,0.9938265,7,,,,,,,,0,,
15003,Eiderstedt,1886,,1747.869,7.466152,0.9977354,7,0.9982255,0.9642417,0.2471666,0.0930659,0.5145965,0.5265598,0.2677161,0,,
15003,Eiderstedt,1891,0.1626711,1833.295,7.51387,0.9977354,7,,,,,,,,0,2.5,0.9162908
15003,Eiderstedt,1896,0.1722059,1832,7.513164,0.9977354,7,,,,,,,,0,,
15003,Eiderstedt,1901,0.1604935,2413.836,7.788972,0.9977354,7,,,,,,,,0,2.5,0.9162908
15003,Eiderstedt,1906,0.1533595,2449.921,7.803811,0.9977354,7,,,,,,,,0,,
15003,Eiderstedt,1911,0.1431583,2115.568,7.657079,0.9977354,7,,,,,,,,0,,
15005,Flensburg,1886,,1527.339,7.331282,0.9865698,7,0.9929456,0.9788874,0.2168154,0.104017,0.499872,0.4454042,0.3544326,0,,
15005,Flensburg,1891,0.210925,1795.577,7.493082,0.9865698,7,,,,,,,,0,2,0.6931472
15005,Flensburg,1896,0.2256315,1813.214,7.502856,0.9865698,7,,,,,,,,0,,
15005,Flensburg,1901,0.201328,2143.125,7.670021,0.9865698,7,,,,,,,,0,2.6,0.9555114
15005,Flensburg,1906,0.1923647,2272.299,7.728548,0.9865698,7,,,,,,,,0,,
15005,Flensburg,1911,0.1937973,2334.74,7.755656,0.9865698,7,,,,,,,,0,,
15006,Hadersleben,1886,,1441.26,7.273273,0.994162,7,0.9985083,0.9533564,0.2342753,0.0912076,0.5166653,0.4428773,0.1482058,0,,
15006,Hadersleben,1891,0.7074448,1557.726,7.350982,0.994162,7,,,,,,,,0,1.75,0.5596158
15006,Hadersleben,1896,0.7004058,1552.789,7.347808,0.994162,7,,,,,,,,0,,
15006,Hadersleben,1901,0.6242979,1848.8,7.522292,0.994162,7,,,,,,,,0,2.5,0.9162908
15006,Hadersleben,1906,0.5155114,1836.747,7.515751,0.994162,7,,,,,,,,0,,
15006,Hadersleben,1911,0.4648991,1975.579,7.588617,0.994162,7,,,,,,,,0,,
15007,Huetten,1886,,1383.458,7.232342,0.9909191,7,0.9960163,0.9610081,0.2440298,0.0911465,0.496315,0.5219662,0.1015205,0,,
15007,Huetten,1891,0.194442,1593.451,7.373657,0.9909191,7,,,,,,,,0,2.2,0.7884574
15007,Huetten,1896,0.1983489,1550.082,7.346063,0.9909191,7,,,,,,,,0,,
15007,Huetten,1901,0.1814086,1795.296,7.492925,0.9909191,7,,,,,,,,0,2.5,0.9162908
15007,Huetten,1906,0.1670436,1802.405,7.496877,0.9909191,7,,,,,,,,0,,
15007,Huetten,1911,0.1515193,1958.357,7.579861,0.9909191,7,,,,,,,,0,,
15008,Husum-Bredstedt,1886,,1478.748,7.298951,0.9876401,7,0.99087,0.9761118,0.2441217,0.092822,0.5065315,0.6928955,0.1999326,0,,
15008,Husum-Bredstedt,1891,0.3681842,1687.01,7.430713,0.9876401,7,,,,,,,,0,2.2,0.7884574
15008,Husum-Bredstedt,1896,0.3730851,1656.711,7.41259,0.9876401,7,,,,,,,,0,,
15008,Husum-Bredstedt,1901,0.3463092,1977.295,7.589485,0.9876401,7,,,,,,,,0,2.2,0.7884574
15008,Husum-Bredstedt,1906,0.3331932,2042.755,7.622055,0.9876401,7,,,,,,,,0,,
15008,Husum-Bredstedt,1911,0.3256299,1956.104,7.57871,0.9876401,7,,,,,,,,0,,
15009,Kiel,1886,,1660.438,7.414836,0.9711537,,,,,,,,,0,,
15009,Kiel,1891,0.1062329,1786.781,7.488171,0.9711537,,,,,,,,,0,,
15009,Kiel,1896,0.0984021,1870.034,7.533712,0.9711537,,,,,,,,,0,,
15009,Kiel,1901,0.0818205,2277.978,7.731043,0.9711537,,,,,,,,,0,,
15009,Kiel,1906,0.0707019,2539.495,7.83972,0.9711537,,,,,,,,,0,,
15009,Kiel,1911,0.063016,2482.665,7.817088,0.9711537,,,,,,,,,0,,
15010,Lauenburg,1886,,1495.884,7.310472,0.9929404,,,,,,,,,0,,
15010,Lauenburg,1891,0.5220196,1512.193,7.321316,0.9929404,,,,,,,,,0,1.7,0.5306283
15010,Lauenburg,1896,0.5155042,1546.599,7.343813,0.9929404,,,,,,,,,0,,
15010,Lauenburg,1901,0.5191192,1856.648,7.526528,0.9929404,,,,,,,,,0,1.8,0.5877866
15010,Lauenburg,1906,0.4904284,1871.908,7.534713,0.9929404,,,,,,,,,0,,
15010,Lauenburg,1911,0.4330227,1912.392,7.55611,0.9929404,,,,,,,,,0,,
15015,Norderdithmarschen,1886,,1611.597,7.384981,0.9897344,7,0.9975014,0.9736279,0.2546603,0.0875393,0.4979225,0.6427007,0.1913812,0,,
15015,Norderdithmarschen,1891,0.1324015,1717.768,7.448781,0.9897344,7,,,,,,,,0,2.2,0.7884574
15015,Norderdithmarschen,1896,0.1421746,1686.496,7.430408,0.9897344,7,,,,,,,,0,,
15015,Norderdithmarschen,1901,0.1426394,1985.986,7.593871,0.9897344,7,,,,,,,,0,2.2,0.7884574
15015,Norderdithmarschen,1906,0.1345978,2110.529,7.654694,0.9897344,7,,,,,,,,0,,
15015,Norderdithmarschen,1911,0.1247408,1956.862,7.579098,0.9897344,7,,,,,,,,0,,
15016,Nordtondern,1886,,1434.189,7.268355,0.9967313,7,0.9983234,0.9681385,0.2334303,0.1034075,0.5262446,0.5471856,0.1183062,0,,
15016,Nordtondern,1891,0.5292666,1515.828,7.323717,0.9967313,7,,,,,,,,0,2.3,0.8329091
15016,Nordtondern,1896,0.5098326,1504.085,7.31594,0.9967313,7,,,,,,,,0,,
15016,Nordtondern,1901,0.4783759,1843.571,7.51946,0.9967313,7,,,,,,,,0,2.68,0.9858168
15016,Nordtondern,1906,0.4411836,1905.981,7.552752,0.9967313,7,,,,,,,,0,,
15016,Nordtondern,1911,0.392753,1867.63,7.532425,0.9967313,7,,,,,,,,0,,
15017,Oldenburg,1886,,1519.782,7.326322,0.9966443,7,0.9978943,0.8925591,0.251026,0.0987601,0.5157173,0.5513203,0.2435487,0,,
15017,Oldenburg,1891,0.1763668,1656.306,7.412345,0.9966443,7,,,,,,,,0,1.8,0.5877866
15017,Oldenburg,1896,0.1756802,1597.121,7.375958,0.9966443,7,,,,,,,,0,,
15017,Oldenburg,1901,0.1672135,1841.641,7.518412,0.9966443,7,,,,,,,,0,1.8,0.5877866
15017,Oldenburg,1906,0.1736324,1850.987,7.523474,0.9966443,7,,,,,,,,0,,
15017,Oldenburg,1911,0.1290545,1916.067,7.55803,0.9966443,7,,,,,,,,0,,
15019,Pinneberg,1886,,1597.206,7.376011,0.9883247,7,0.992337,0.9594811,0.2430131,0.095955,0.4995493,0.5535911,0.2661692,0,,
15019,Pinneberg,1891,0.1722838,1671.898,7.421715,0.9883247,7,,,,,,,,0,2,0.6931472
15019,Pinneberg,1896,0.1698161,1718.329,7.449108,0.9883247,7,,,,,,,,0,,
15019,Pinneberg,1901,0.1491961,2015.752,7.608747,0.9883247,7,,,,,,,,0,2.42,0.8837675
15019,Pinneberg,1906,0.1284218,2127.406,7.662659,0.9883247,7,,,,,,,,0,,
15019,Pinneberg,1911,0.1165701,2208.072,7.699875,0.9883247,7,,,,,,,,0,,
15020,Ploen,1886,,1610.387,7.38423,0.9872518,7,0.9966335,0.9255012,0.2463322,0.0933647,0.5000478,0.5536449,0.18824,0,,
15020,Ploen,1891,0.1923751,1731.262,7.456606,0.9872518,7,,,,,,,,0,2,0.6931472
15020,Ploen,1896,0.189739,1749.335,7.466991,0.9872518,7,,,,,,,,0,,
15020,Ploen,1901,0.1783393,1972.468,7.587041,0.9872518,7,,,,,,,,0,2.5,0.9162908
15020,Ploen,1906,0.1771291,2027.995,7.614803,0.9872518,7,,,,,,,,0,,
15020,Ploen,1911,0.1568582,1996.216,7.599009,0.9872518,7,,,,,,,,0,,
15023,Rendsburg,1886,,1482.884,7.301744,0.9865999,7,0.9873562,0.9807779,0.2213012,0.0801194,0.4746193,0.4735948,0.3074093,0,,
15023,Rendsburg,1891,0.4058683,1590.648,7.371897,0.9865999,7,,,,,,,,0,2.2,0.7884574
15023,Rendsburg,1896,0.4424577,1579.171,7.364655,0.9865999,7,,,,,,,,0,,
15023,Rendsburg,1901,0.4234199,1865.989,7.531546,0.9865999,7,,,,,,,,0,2.25,0.8109302
15023,Rendsburg,1906,0.3971518,1960.198,7.580801,0.9865999,7,,,,,,,,0,,
15023,Rendsburg,1911,0.353913,1970.371,7.585977,0.9865999,7,,,,,,,,0,,
15024,Schleswig,1886,,1412.916,7.253411,0.9848567,7,0.9858733,0.9825807,0.2250066,0.1062256,0.5005598,0.4891497,0.3212263,0,,
15024,Schleswig,1891,0.3003494,1694.142,7.434932,0.9848567,7,,,,,,,,0,1.8,0.5877866
15024,Schleswig,1896,0.3055645,1653.441,7.410614,0.9848567,7,,,,,,,,0,,
15024,Schleswig,1901,0.3025486,1941.321,7.571124,0.9848567,7,,,,,,,,0,2.5,0.9162908
15024,Schleswig,1906,0.2836603,1997.482,7.599643,0.9848567,7,,,,,,,,0,,
15024,Schleswig,1911,0.271469,2138.836,7.668017,0.9848567,7,,,,,,,,0,,
